date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:28:20	2448/2448	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Apr%202022%2018:58:20%20GMT	https://harrisoncarloss.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fharrisoncarloss.com%2F	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-json/oembed/1.0/embedd87d.json	(from https://harrisoncarloss.com/)
00:28:21	2767/2767	---MCZ	200	added ('OK')	text/xml	date:Wed,%2027%20Apr%202022%2018:58:21%20GMT	https://harrisoncarloss.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fharrisoncarloss.com%2F&format=xml	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-json/oembed/1.0/embedd00f	(from https://harrisoncarloss.com/)
00:28:22	292/292	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Apr%202022%2018:58:22%20GMT	http://harrisoncarloss.com/?wordfence_lh=1&hid=A4D5C36E66FEFBB4F237173A0DB886D3	C:/My%20Web%20Sites/4/harrisoncarloss.com/index8b28.html	(from https://harrisoncarloss.com/)
00:28:22	101850/101850	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2027%20Apr%202022%2018:58:22%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/4/connect.facebook.net/en_US/fbevents.js	(from https://harrisoncarloss.com/)
00:28:22	766/766	---M--	200	added ('OK')	image/png	etag:%222fe-59c15cd2bcf80%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-32x32.png	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-32x32.png	(from https://harrisoncarloss.com/)
00:28:22	8728/8728	---M--	200	added ('OK')	image/png	etag:%222218-59c15cd2bcf80%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-192x192.png	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-192x192.png	(from https://harrisoncarloss.com/)
00:28:22	14853/14853	---M--	200	added ('OK')	image/png	etag:%223a05-59c15cd2bcf80%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-180x180.png	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/cropped-gitlablogo-180x180.png	(from https://harrisoncarloss.com/)
00:28:22	458/458	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ca-59c583df3db80-gzip%22	https://harrisoncarloss.com/wp-content/uploads/2020/01/close.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2020/01/close.svg	(from https://harrisoncarloss.com/)
00:28:23	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Apr%202022%2018:58:23%20GMT	https://harrisoncarloss.com/privacy-policy	C:/My%20Web%20Sites/4/harrisoncarloss.com/privacy-policy	(from https://harrisoncarloss.com/)
00:28:24	102295/102295	---MCZ	200	added ('OK')	text/html	etag:%222c67fd66eabc2e3b1e3907df4ca49cdb%22	https://harrisoncarloss.com/privacy-policy/	C:/My%20Web%20Sites/4/harrisoncarloss.com/privacy-policy/index.html	(from https://harrisoncarloss.com/)
00:28:24	8193/8193	---M-Z	200	added ('OK')	image/svg+xml	etag:%222001-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/50th-logo-left.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/50th-logo-left.svg	(from https://harrisoncarloss.com/)
00:28:24	479/479	---M-Z	200	added ('OK')	image/svg+xml	etag:%221df-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/logo-right.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/logo-right.svg	(from https://harrisoncarloss.com/)
00:28:25	70772/70772	---M-Z	200	added ('OK')	text/html	etag:%223b0c-5dda742770371%22	https://harrisoncarloss.com/services/	C:/My%20Web%20Sites/4/harrisoncarloss.com/services/index.html	(from https://harrisoncarloss.com/)
00:28:25	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Apr%202022%2018:58:25%20GMT	https://harrisoncarloss.com/jobs	C:/My%20Web%20Sites/4/harrisoncarloss.com/jobs	(from https://harrisoncarloss.com/)
00:28:25	171507/171507	---M-Z	200	added ('OK')	text/html	etag:%229b29-5dda743cd601e%22	https://harrisoncarloss.com/our-story/	C:/My%20Web%20Sites/4/harrisoncarloss.com/our-story/index.html	(from https://harrisoncarloss.com/)
00:28:26	110907/110907	---M-Z	200	added ('OK')	text/html	etag:%2256e4-5dda6854562f4%22	https://harrisoncarloss.com/people/	C:/My%20Web%20Sites/4/harrisoncarloss.com/people/index.html	(from https://harrisoncarloss.com/)
00:28:26	80768/80768	---M-Z	200	added ('OK')	text/html	etag:%223ef0-5dda749d815cc%22	https://harrisoncarloss.com/projects/	C:/My%20Web%20Sites/4/harrisoncarloss.com/projects/index.html	(from https://harrisoncarloss.com/)
00:28:26	104079/104079	---MCZ	200	added ('OK')	text/html	etag:%2280a582a7aa848ba58e7d7cfaa7def3de%22	https://harrisoncarloss.com/contact/stoke/	C:/My%20Web%20Sites/4/harrisoncarloss.com/contact/stoke/index.html	(from https://harrisoncarloss.com/)
00:28:26	1098/1098	---M-Z	200	added ('OK')	image/svg+xml	etag:%2244a-59d1d8951b8c0-gzip%22	https://harrisoncarloss.com/wp-content/uploads/2020/01/email-us.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2020/01/email-us.svg	(from https://harrisoncarloss.com/)
00:28:26	77716/77716	---MCZ	200	added ('OK')	text/html	etag:%229d4f9c2d4e8bd85ee6282c9eb8f40634%22	https://harrisoncarloss.com/blog/	C:/My%20Web%20Sites/4/harrisoncarloss.com/blog/index.html	(from https://harrisoncarloss.com/)
00:28:26	348/348	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215c-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/facebook.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/facebook.svg	(from https://harrisoncarloss.com/)
00:28:27	619/619	---M-Z	200	added ('OK')	image/svg+xml	etag:%2226b-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/twitter.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/twitter.svg	(from https://harrisoncarloss.com/)
00:28:27	691/691	---M-Z	200	added ('OK')	image/svg+xml	etag:%222b3-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/instagram.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/instagram.svg	(from https://harrisoncarloss.com/)
00:28:27	99746/99746	---MCZ	200	added ('OK')	text/html	etag:%229e9d6056f86b4c6a61152e567493dc78%22	https://harrisoncarloss.com/jobs/	C:/My%20Web%20Sites/4/harrisoncarloss.com/jobs/index.html	(from https://harrisoncarloss.com/)
00:28:27	982/982	---M-Z	200	added ('OK')	image/svg+xml	etag:%223d6-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/linkedin.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/icons/linkedin.svg	(from https://harrisoncarloss.com/)
00:28:28	107439/107439	---M--	200	added ('OK')	image/jpeg	etag:%221a3af-5d9b442866d40%22	https://harrisoncarloss.com/wp-content/uploads/2021/05/amica-hero-image-1-768x575.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2021/05/amica-hero-image-1-768x575.jpg	(from https://harrisoncarloss.com/)
00:28:28	105568/105568	---M-Z	200	added ('OK')	text/html	etag:%2254bf-5dda74c125281%22	https://harrisoncarloss.com/projects/amica-finance/	C:/My%20Web%20Sites/4/harrisoncarloss.com/projects/amica-finance/index.html	(from https://harrisoncarloss.com/)
00:28:28	56597/56597	---M--	200	added ('OK')	image/jpeg	etag:%22dd15-5b61d04b79440%22	https://harrisoncarloss.com/wp-content/uploads/2020/10/Kubu-header-768x512.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2020/10/Kubu-header-768x512.jpg	(from https://harrisoncarloss.com/)
00:28:28	72953/72953	---M--	200	added ('OK')	image/jpeg	etag:%2211cf9-5b61db8114680%22	https://harrisoncarloss.com/wp-content/uploads/2020/11/abbeyfield-header-768x513.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2020/11/abbeyfield-header-768x513.jpg	(from https://harrisoncarloss.com/)
00:28:28	3923/3923	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f53-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/rocket.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/rocket.svg	(from https://harrisoncarloss.com/)
00:28:29	559/559	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222f-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/user.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/user.svg	(from https://harrisoncarloss.com/)
00:28:29	107781/107781	---M-Z	200	added ('OK')	text/html	etag:%225721-5dda6af5568d1%22	https://harrisoncarloss.com/projects/pollys-field-village/	C:/My%20Web%20Sites/4/harrisoncarloss.com/projects/pollys-field-village/index.html	(from https://harrisoncarloss.com/)
00:28:29	105560/105560	---MCZ	200	added ('OK')	text/html	etag:%224812bd5ac14859aa73ade27c631b4dc4%22	https://harrisoncarloss.com/projects/kubu/	C:/My%20Web%20Sites/4/harrisoncarloss.com/projects/kubu/index.html	(from https://harrisoncarloss.com/)
00:28:29	664/664	---M-Z	200	added ('OK')	image/svg+xml	etag:%22298-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/clipboard.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/clipboard.svg	(from https://harrisoncarloss.com/)
00:28:29	749/749	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ed-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/file-plus.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/file-plus.svg	(from https://harrisoncarloss.com/)
00:28:29	1249/1249	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e1-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/arrow-right.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/arrow-right.svg	(from https://harrisoncarloss.com/)
00:28:30	1031/1031	---M-Z	200	added ('OK')	image/svg+xml	etag:%22407-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/design.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/design.svg	(from https://harrisoncarloss.com/)
00:28:30	368/368	---M-Z	200	added ('OK')	image/svg+xml	etag:%22170-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/web.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/web.svg	(from https://harrisoncarloss.com/)
00:28:30	402/402	---M-Z	200	added ('OK')	image/svg+xml	etag:%22192-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/print.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/print.svg	(from https://harrisoncarloss.com/)
00:28:30	994/994	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e2-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/marketing.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/marketing.svg	(from https://harrisoncarloss.com/)
00:28:30	541/541	---M-Z	200	added ('OK')	image/svg+xml	etag:%2221d-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/other.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/creator/other.svg	(from https://harrisoncarloss.com/)
00:28:31	710/710	---M-Z	200	added ('OK')	image/svg+xml	etag:%222c6-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/close-white.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/close-white.svg	(from https://harrisoncarloss.com/)
00:28:31	637/637	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227d-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/up-arrow.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/up-arrow.svg	(from https://harrisoncarloss.com/)
00:28:31	23364/23364	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b44-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/js/particles.min.js	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/js/particles.min.js	(from https://harrisoncarloss.com/)
00:28:31	2697/2697	---M-Z	200	added ('OK')	application/json	etag:%22a89-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/js/particles.json	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/js/particles.json	(from https://harrisoncarloss.com/)
00:28:32	10150/10150	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227a6-5d7fc0ac58300-gzip%22	https://harrisoncarloss.com/wp-content/uploads/2022/02/50th-logo-text.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2022/02/50th-logo-text.svg	(from https://harrisoncarloss.com/)
00:28:32	2671/2671	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a6f-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/triple-down-arrow-white.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/triple-down-arrow-white.svg	(from https://harrisoncarloss.com/)
00:28:32	49300/49300	---M--	200	added ('OK')	image/jpeg	etag:%22c094-5dbf7aa1d3840%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/menu-bg.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/menu-bg.jpg	(from https://harrisoncarloss.com/)
00:28:32	14705/14705	---M--	200	added ('OK')	image/png	etag:%223971-5dbf7aa1d3840%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/poster.png	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/poster.png	(from https://harrisoncarloss.com/)
00:28:32	847/847	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234f-5dbf7aa1d3840-gzip%22	https://harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/play-circle.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/themes/harrisoncarloss/assets/img/play-circle.svg	(from https://harrisoncarloss.com/)
00:28:33	121011/121011	---M-Z	200	added ('OK')	text/html	etag:%226213-5dda6dc94544e%22	https://harrisoncarloss.com/services/creative/	C:/My%20Web%20Sites/4/harrisoncarloss.com/services/creative/index.html	(from https://harrisoncarloss.com/)
00:28:33	91948/91948	---M--	200	added ('OK')	image/jpeg	etag:%221672c-5d7fb80f73100%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/creative-1.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/creative-1.jpg	(from https://harrisoncarloss.com/)
00:28:34	122372/122372	---MCZ	200	added ('OK')	text/html	etag:%22da569482129c4fca981d8b97ba49630f%22	https://harrisoncarloss.com/services/digital/	C:/My%20Web%20Sites/4/harrisoncarloss.com/services/digital/index.html	(from https://harrisoncarloss.com/)
00:28:34	66015/66015	---M--	200	added ('OK')	image/jpeg	etag:%22101df-5d7fb7d452580%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/print-4.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/print-4.jpg	(from https://harrisoncarloss.com/)
00:28:34	164989/164989	---M--	200	added ('OK')	image/jpeg	etag:%222847d-5da51ecb45280%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/digital-2-1.jpg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/digital-2-1.jpg	(from https://harrisoncarloss.com/)
00:28:35	120426/120426	---MCZ	200	added ('OK')	text/html	etag:%22a01aecd1faf0baf9f565123724df6717%22	https://harrisoncarloss.com/services/print/	C:/My%20Web%20Sites/4/harrisoncarloss.com/services/print/index.html	(from https://harrisoncarloss.com/)
00:28:35	2401/2401	---M-Z	200	added ('OK')	image/svg+xml	etag:%22961-59c15cd4a5400-gzip%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/arco.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/arco.svg	(from https://harrisoncarloss.com/)
00:28:35	118522/118522	---MCZ	200	added ('OK')	text/html	etag:%221e5c093ae63cab751bce90b91ce4d4c4%22	https://harrisoncarloss.com/services/marketing/	C:/My%20Web%20Sites/4/harrisoncarloss.com/services/marketing/index.html	(from https://harrisoncarloss.com/)
00:28:35	6239/6239	---M-Z	200	added ('OK')	image/svg+xml	etag:%22185f-59c15ccfe08c0-gzip%22	https://harrisoncarloss.com/wp-content/uploads/2019/02/extracare.svg	C:/My%20Web%20Sites/4/harrisoncarloss.com/wp-content/uploads/2019/02/extracare.svg	(from https://harrisoncarloss.com/)
